LineNumber,Syllable,Anceps,Lucus,,
543,pa,short,short,,
543,ter,UNK,short,,
,,,,,
544,nep,UNK,short,,
544,tu,long,long,,
544,nus,short,short,,
,,,,,
544,i,long,long,,
544,mis,UNK,long,,
,,,,,
544,ex,long,long,,
544,e,short,short,,
544,rens,long,long,,
,,,,,
544,un,UNK,short,,
544,dis,long,long,,
,,,,,
544,ca,short,short,,
544,put,UNK,short,,
,,,,,
545,sol,UNK,short,,
545,vit,long,long,,
545,que,short,short,,
,,,,,
545,mon,long,long,,
545,tem,UNK,short,,
,,,,,
545,quem,long,long,,
,,,,,
545,ca,short,short,,
545,dens,long,long,,
,,,,,
545,se,UNK,long,,
545,cum,long,long,,
,,,,,
545,tu,short,short,,
545,lit,UNK,short,,
,,,,,
546,ter,UNK,short,,
546,ra,long,long,,
546,que,elision,elision,,
,,,,,
546,et,short,short,,
,,,,,
546,ig,long,long,,
546,ne,UNK,short,,
,,,,,
546,vic,long,long,,
546,tus,short,short,,
,,,,,
546,et,long,long,,
,,,,,
546,pe,short,short,,
546,la,short,short,,
546,go,long,long,,
,,,,,
546,ia,short,short,,
546,cet,UNK,short,,
,,,,,
547,nos,UNK,long,,
,,,,,
547,a,short,short,,
547,li,short,short,,
547,a,short,short,,
,,,,,
547,ma,long,long,,
547,ior,UNK,short,,
,,,,,
547,nau,UNK,long,,
547,fra,short,short,,
547,gos,long,long,,
,,,,,
547,pes,UNK,short,,
547,tis,long,long,,
,,,,,
547,vo,short,short,,
547,cat,UNK,short,,
,,,,,
548,est,UNK,short,,
,,,,,
548,hu,short,short,,
548,mi,short,short,,
548,lis,short,short,,
,,,,,
548,un,long,long,,
548,da,UNK,short,,nom
,,,,,
548,scru,long,long,,
548,peis,short,short,,
,,,,,
548,men,UNK,short,,
548,dax,long,long,,
,,,,,
548,va,short,short,,
548,dis,UNK,long,,
,,,,,
549,u,short,short,,
549,bi,short,short,,
,,,,,
549,sa,long,long,,
549,xa,short,short,,
,,,,,
549,ra,short,short,,
549,pi,short,short,,
549,dis,UNK,long,,
,,,,,
549,clau,UNK,long,,
549,sa,short,short,,
,,,,,
549,ver,long,long,,
549,ti,short,short,,
549,ci,short,short,,
549,bus,long,long,,
,,,,,
549,te,short,short,,
549,git,UNK,long,,
,,,,,
550,fal,UNK,short,,
550,lax,long,long,,
,,,,,
550,cap,short,short,,
550,he,long,long,,
550,re,short,short,,
550,us,short,short,,
,,,,,
550,aes,UNK,long,,
550,tu,short,short,,
550,at,long,long,,
,,,,,
550,sco,short,short,,
550,pu,short,short,,
550,lis,long,long,,
,,,,,
550,fre,short,short,,
550,tum,UNK,short,,
,,,,,
551,fer,UNK,short,,
551,vet,long,long,,
551,que,short,short,,
,,,,,
551,sem,long,long,,
551,per,UNK,short,,
,,,,,
551,fluc,long,long,,
551,tus,short,short,,
,,,,,
551,al,long,long,,
551,ter,UNK,short,,
551,na,long,long,,
,,,,,
551,vi,short,short,,
551,ce,UNK,short,,
,,,,,
552,arx,UNK,short,,
,,,,,
552,im,long,long,,
552,mi,short,short,,
552,net,long,long,,
,,,,,
552,prae,UNK,long,,
552,rup,long,long,,
552,ta,short,short,,
,,,,,
552,quae,UNK,long,?,diphthong?
,,,,,
552,spec,UNK,short,,
552,tat,long,long,,
,,,,,
552,ma,short,short,,
552,re,UNK,short,,
,,,,,
553,u,UNK,short,,
553,trim,long,long,,
553,que,short,short,,
,,,,,
553,ge,short,short,,
553,mi,short,short,,
553,num,UNK,short,,
,,,,,
553,pe,short,short,,
553,lo,short,short,,
553,pis,short,short,,
,,,,,
553,hinc,long,long,,
,,,,,
553,o,UNK,long,,
553,ras,long,long,,
,,,,,
553,tu,short,short,,
553,i,UNK,long,,
,,,,,
554,hinc,UNK,short,,
,,,,,
554,sce,short,short,,
554,le,short,short,,
554,re,short,short,,
,,,,,
554,lem,long,long,,
,,,,,
554,non,UNK,short,,
554,no,long,long,,
554,bi,short,short,,
554,lem,elision,elision,,
,,,,,
554,hinc,long,long,,
,,,,,
554,an,UNK,short,,
554,the,long,long,,
554,do,short,short,,
554,na,UNK,short,?,Greek word?
,,,,,
555,tar,UNK,short,,
555,dam,long,long,,
555,que,short,short,,
,,,,,
555,ra,short,short,,
555,ti,short,short,,
555,bus,UNK,short,,
,,,,,
555,au,UNK,long,,
555,li,short,short,,
555,da,elision,elision,,
,,,,,
555,hanc,long,long,,
,,,,,
555,ar,UNK,short,,
555,cem,elision,elision,,
555,oc,long,long,,
555,cu,short,short,,
555,pat,UNK,short,,
,,,,,
556,pa,short,short,,
556,la,short,short,,
556,me,long,long,,
556,dis,short,short,,
,,,,,
556,il,long,long,,
556,le,UNK,short,,
,,,,,
556,ge,short,short,,
556,ni,short,short,,
556,tor,short,short,,
,,,,,
556,et,long,long,,
,,,,,
556,cla,UNK,long,,
556,rum,long,long,,
,,,,,
556,ma,short,short,,
556,nu,UNK,long,,
,,,,,
557,lu,UNK,long,,
557,men,long,long,,
,,,,,
557,ne,short,short,,
557,fan,long,long,,
557,da,UNK,long,,abl
,,,,,
557,ver,long,long,,
557,ti,short,short,,
557,ce,elision,elision,,
,,,,,
557,e,long,long,,
,,,,,
557,sum,UNK,short,,
557,mo,elision,elision,,
,,,,,
557,ef,long,long,,
557,fe,short,short,,
557,rens,UNK,long,,
,,,,,
558,in,UNK,short,,
,,,,,
558,sa,long,long,,
558,xa,short,short,,
,,,,,
558,du,long,long,,
558,cit,UNK,short,,
,,,,,
558,per,long,long,,
558,fi,short,short,,
558,da,long,long,,
,,,,,
558,clas,UNK,short,,
558,sem,long,long,,
,,,,,
558,fa,short,short,,
558,ce,UNK,short,,
,,,,,
559,hae,UNK,long,,
559,rent,long,long,,
,,,,,
559,a,short,short,,
559,cu,long,long,,
559,tis,UNK,long,,
,,,,,
559,ru,long,long,,
559,pi,short,short,,
559,bus,long,long,,
,,,,,
559,fi,UNK,long,,
559,xae,UNK,long,,
,,,,,
559,ra,short,short,,
559,tes,UNK,long,,
,,,,,
560,has,UNK,long,,
,,,,,
560,in,short,short,,
560,o,short,short,,
560,pis,short,short,,
,,,,,
560,un,long,long,,
560,dae,UNK,long,,
,,,,,
560,bre,short,short,,
560,vi,short,short,,
560,a,short,short,,
,,,,,
560,com,long,long,,
560,mi,short,short,,
560,nu,short,short,,
560,unt,long,long,,
,,,,,
560,va,short,short,,
560,da,UNK,short,,
,,,,,
561,pars,UNK,short,,
,,,,,
561,ve,short,short,,
561,hi,short,short,,
561,tur,short,short,,
,,,,,
561,hu,long,long,,
561,ius,UNK,short,,?syllabification
,,,,,
561,pri,long,long,,
561,ma,short,short,,
,,,,,
561,pars,long,long,,
,,,,,
561,sco,short,short,,
561,pu,short,short,,
561,lo,long,long,,
,,,,,
561,se,short,short,,
561,det,UNK,short,,
,,,,,
562,et,UNK,short,,
,,,,,
562,frac,long,long,,
562,ta,short,short,,
,,,,,
562,fran,long,long,,
562,git,UNK,short,,
,,,,,
562,iam,long,long,,
,,,,,
562,ti,short,short,,
562,ment,long,long,,
,,,,,
562,ter,UNK,short,,
562,ram,long,long,,
,,,,,
562,ra,short,short,,
562,tes,UNK,long,,
,,,,,
563,et,UNK,short,,
,,,,,
563,ma,short,short,,
563,ri,short,short,,
563,a,short,short,,
,,,,,
563,ma,long,long,,
563,lunt,UNK,short,,
,,,,,
563,ce,short,short,,
563,ci,short,short,,
563,dit,short,short,,
,,,,,
563,in,long,long,,
,,,,,
563,lu,UNK,long,,
563,cem,long,long,,
,,,,,
563,fu,short,short,,
563,ror,UNK,short,,
,,,,,
564,post,UNK,short,,
564,quam,long,long,,
,,,,,
564,li,short,short,,
564,ta,long,long,,
564,tum,elision,elision,,
,,,,,
564,est,UNK,short,,
,,,,,
564,i,long,long,,
564,li,short,short,,
564,o,long,long,,
,,,,,
564,phoe,UNK,long,,
564,bus,long,long,,
,,,,,
564,re,short,short,,
564,dit,UNK,short,,
,,,,,
565,et,UNK,short,,
,,,,,
565,dam,long,long,,
565,na,short,short,,
,,,,,
565,noc,long,long,,
565,tis,UNK,short,,
,,,,,
565,tris,long,long,,
565,tis,short,short,,
,,,,,
565,os,long,long,,
565,ten,UNK,short,,
565,dit,long,long,,
,,,,,
565,di,short,short,,
565,es,UNK,long,,
,,,,,
566,u,UNK,short,,
566,trum,long,long,,
566,que,short,short,,
,,,,,
566,do,short,short,,
566,le,short,short,,
566,am,UNK,short,,
,,,,,
566,lae,UNK,long,,
566,ter,short,short,,
,,,,,
566,an,long,long,,
,,,,,
566,re,short,short,,
566,du,short,short,,
566,cem,long,long,,
,,,,,
566,vi,short,short,,
566,rum,UNK,short,,
,,,,,
567,re,short,short,,
567,me,short,short,,
567,as,long,long,,
567,se,short,short,,
,,,,,
567,lae,UNK,long,,
567,tor,UNK,short,,
,,,,,
567,vul,long,long,,
567,nus,short,short,,
,,,,,
567,et,long,long,,
,,,,,
567,reg,UNK,long,,
567,ni,long,long,,
,,,,,
567,gra,short,short,,
567,ve,UNK,short,,
,,,,,
568,lu,UNK,long,,
568,ge,long,long,,
568,re,short,short,,
,,,,,
568,co,long,long,,
568,gor,UNK,short,,
,,,,,
568,red,long,long,,
568,de,short,short,,
,,,,,
568,iam,long,long,,
,,,,,
568,gra,UNK,long,?,Grai?
568,is,long,long,,
,,,,,
568,pa,short,short,,
568,ter,UNK,short,,
,,,,,
569,al,UNK,short,,
569,ti,short,short,,
569,so,short,short,,
569,na,short,short,,
,,,,,
569,qua,short,short,,
569,ti,short,short,,
569,ens,UNK,long,,
,,,,,
569,reg,long,long,,
569,na,short,short,,
,,,,,
569,pla,long,long,,
569,ca,UNK,long,,
569,tos,long,long,,
,,,,,
569,de,short,short,,
569,os,UNK,long,,
,,,,,
570,nunc,UNK,short,,
,,,,,
570,om,long,long,,
570,ne,short,short,,
,,,,,
570,lae,UNK,long,,
570,ta,UNK,short,,
,,,,,
570,fron,long,long,,
570,de,short,short,,
,,,,,
570,ve,long,long,,
570,le,UNK,long,,
570,tur,long,long,,
,,,,,
570,ca,short,short,,
570,put,UNK,short,,
,,,,,
571,sa,UNK,short,,
571,cri,short,short,,
571,fi,short,short,,
571,ca,short,short,,
,,,,,
571,dul,long,long,,
571,ces,UNK,long,,
,,,,,
571,ti,long,long,,
571,bi,short,short,,
571,a,elision,elision,,
,,,,,
571,ef,long,long,,
571,fun,UNK,short,,
571,dat,long,long,,
,,,,,
571,mo,short,short,,
571,dos,UNK,long,,
,,,,,
572,et,UNK,short,,
,,,,,
572,ni,short,short,,
572,ve,short,short,,
572,a,short,short,,
,,,,,
572,mag,long,long,,
572,nas,UNK,long,,
,,,,,
572,vic,long,long,,
572,ti,short,short,,
572,ma,elision,elision,,
,,,,,
572,an,long,long,,
572,te,elision,elision,,
,,,,,
572,a,UNK,long,,
572,ras,long,long,,
,,,,,
572,ca,short,short,,
572,dat,UNK,short,,
,,,,,
573,sed,UNK,long,long,
,,,,,
573,ec,long,long,,
573,ce,short,short,,
,,,,,
573,tur,long,long,,
573,ba,UNK,short,,
,,,,,
573,tris,long,long,,
573,tis,short,short,,
,,,,,
573,in,long,long,,
573,comp,UNK,long,?,syllabification?
573,tae,UNK,long,,
,,,,,
573,co,short,short,,
573,mas,UNK,long,,
,,,,,
574,ef,UNK,short,,
574,fre,long,long,,
574,na,short,short,,
,,,,,
574,phoe,UNK,long,,
574,bas,UNK,long,,
,,,,,
574,en,long,long,,
574,the,short,short,,
574,as,long,long,,
,,,,,
574,lau,UNK,long,,
574,rus,long,long,,
,,,,,
574,qua,short,short,,
574,tit,UNK,short,,
