title,line,syllable,length,anceps,new,comment2,anceps
1,491,rit,long,long,long,,
1,491,que,elision,elision,elision,,
1,491,-,space,space,space,,
1,491,et,short,short,short,,
1,491,-,space,space,space,,
1,491,al,long,long,long,,
1,491,to,long,UNK,long,,
1,491,-,space,space,space,,
1,491,red,long,long,long,,
1,491,di,short,short,short,,
1,491,tam,long,long,long,,
1,491,-,space,space,space,,
1,491,re,short,short,short,,
1,491,vo,short,short,short,,
1,491,mit,long,long,long,,
1,491,-,space,space,space,,
1,491,ma,short,short,short,,
1,491,ri,long,UNK,long,,
1,491,-,space,space,space,,
1,492,haec,long,?,long,diphthong?,UNK
1,492,-,space,space,space,,
1,492,o,short,short,short,,
1,492,ne,short,short,short,,
1,492,re,short,short,short,,
1,492,-,space,space,space,,
1,492,si,long,long,long,,
1,492,dit,short,UNK,short,,
1,492,-,space,space,space,,
1,492,il,long,long,long,,
1,492,la,short,short,short,,
1,492,-,space,space,space,,
1,492,con,long,long,long,,
1,492,vul,short,UNK,long,,
1,492,sum,long,long,long,,
1,492,-,space,space,space,,
1,492,la,short,short,short,,
1,492,tus,short,UNK,long,,
1,492,-,space,space,space,,
1,493,sub,short,UNK,long,,
1,493,mit,long,long,long,,
1,493,tit,short,short,short,,
1,493,-,space,space,space,,
1,493,un,long,long,long,,
1,493,dis,long,UNK,long,,
1,493,-,space,space,space,,
1,493,fluc,long,long,long,,
1,493,tus,short,short,short,,
1,493,-,space,space,space,,
1,493,hanc,long,long,long,,
1,493,-,space,space,space,,
1,493,de,short,short,short,,
1,493,ci,short,short,short,,
1,493,mus,long,long,long,,
1,493,-,space,space,space,,
1,493,te,short,short,short,,
1,493,git,short,?,short,diphthong?,UNK
1,493,-,space,space,space,,
1,494,haec,long,?,long,diphthong?,UNK
1,494,-,space,space,space,,
1,494,la,short,short,short,,
1,494,ce,short,short,short,,
1,494,ra,elision,elision,elision,,
1,494,-,space,space,space,,
1,494,et,short,short,short,,
1,494,-,space,space,space,,
1,494,om,long,long,long,,
1,494,ni,long,UNK,long,,
1,494,-,space,space,space,,
1,494,de,short,short,short,,
1,494,co,short,short,short,,
1,494,re,short,short,short,,
1,494,-,space,space,space,,
1,494,po,short,short,short,,
1,494,pu,short,short,short,,
1,494,la,long,UNK,long,,
1,494,to,long,long,long,,
1,494,-,space,space,space,,
1,494,le,short,short,short,,
1,494,vis,short,?,long,nom?,UNK
1,494,-,space,space,space,,
1,495,flu,short,short,short,,
1,495,i,short,short,short,,
1,495,tat,long,long,long,,
1,495,-,space,space,space,,
1,495,nec,short,short,short,,
1,495,-,space,space,space,,
1,495,il,long,long,long,,
1,495,li,short,?,short,adverb?,UNK
1,495,-,space,space,space,,
1,495,ve,long,long,long,,
1,495,la,short,short,short,,
1,495,-,space,space,space,,
1,495,nec,long,long,long,,
1,495,-,space,space,space,,
1,495,ton,long,UNK,long,,
1,495,sae,long,UNK,long,,
1,495,-,space,space,space,,
1,495,ma,short,short,short,,
1,495,nent,short,UNK,long,,
1,495,-,space,space,space,,
1,496,nec,short,UNK,long,,
1,496,-,space,space,space,,
1,496,rec,long,long,long,,
1,496,tus,short,short,short,,
1,496,-,space,space,space,,
1,496,al,long,long,long,,
1,496,tas,long,UNK,long,,
1,496,-,space,space,space,,
1,496,ma,long,long,long,,
1,496,lus,short,short,short,,
1,496,-,space,space,space,,
1,496,an,long,long,long,,
1,496,tem,short,UNK,long,,
1,496,nas,long,long,long,,
1,496,-,space,space,space,,
1,496,fe,short,short,short,,
1,496,rens,long,UNK,long,,
1,496,-,space,space,space,,
1,497,nil,long,UNK,long,,
1,497,-,space,space,space,,
1,497,ra,short,short,short,,
1,497,ti,short,short,short,,
1,497,o,elision,elision,elision,,
1,497,-,space,space,space,,
1,497,et,short,short,short,,
1,497,-,space,space,space,,
1,497,u,long,long,long,,
1,497,sus,short,UNK,short,,
1,497,-,space,space,space,,
1,497,au,long,UNK,long,,
1,497,det,short,short,short,,
1,497,-,space,space,space,,
1,497,ars,long,long,long,,
1,497,-,space,space,space,,
1,497,ces,short,UNK,long,,
1,497,sit,long,long,long,,
1,497,-,space,space,space,,
1,497,ma,short,short,short,,
1,497,lis,long,UNK,long,,
1,497,-,space,space,space,,
1,498,te,short,short,short,,
1,498,net,short,short,short,,
1,498,-,space,space,space,,
1,498,hor,long,long,long,,
1,498,ror,short,short,short,,
1,498,-,space,space,space,,
1,498,ar,long,long,long,,
1,498,tus,short,UNK,short,,
1,498,-,space,space,space,,
1,498,om,long,long,long,,
1,498,nis,short,short,short,,
1,498,-,space,space,space,,
1,498,of,long,long,long,,
1,498,fi,short,short,short,,
1,498,ci,short,short,short,,
1,498,o,long,long,long,,
1,498,-,space,space,space,,
1,498,stu,short,short,short,,
1,498,pet,short,UNK,long,,
1,498,-,space,space,space,,
1,499,na,long,UNK,long,,
1,499,vi,short,short,short,,
1,499,ta,short,short,short,,
1,499,-,space,space,space,,
1,499,re,short,short,short,,
1,499,lic,long,long,long,,
1,499,to,long,UNK,long,,
1,499,-,space,space,space,,
1,499,re,long,long,long,,
1,499,mus,short,short,short,,
1,499,-,space,space,space,,
1,499,ef,long,long,long,,
1,499,fu,short,UNK,short,,
1,499,git,long,long,long,,
1,499,-,space,space,space,,
1,499,ma,short,short,short,,
1,499,nus,short,UNK,short,,
1,499,-,space,space,space,,
1,500,in,short,UNK,long,,
1,500,-,space,space,space,,
1,500,vo,long,long,long,,
1,500,ta,short,short,short,,
1,500,-,space,space,space,,
1,500,mi,short,short,short,,
1,500,se,short,short,short,,
1,500,ros,long,UNK,long,,
1,500,-,space,space,space,,
1,500,ul,long,long,long,,
1,500,ti,short,short,short,,
1,500,mus,long,long,long,,
1,500,-,space,space,space,,
1,500,co,long,UNK,long,,
1,500,git,long,long,long,,
1,500,-,space,space,space,,
1,500,ti,short,short,short,,
1,500,mor,short,UNK,short,,
1,500,-,space,space,space,,
1,501,e,short,short,short,,
1,501,a,short,short,short,,
1,501,dem,long,long,long,,
1,501,que,short,short,short,,
1,501,-,space,space,space,,
1,501,su,short,short,short,,
1,501,pe,short,short,short,,
1,501,ros,long,UNK,long,,
1,501,-,space,space,space,,
1,501,tro,long,long,long,,
1,501,es,short,short,short,,
1,501,-,space,space,space,,
1,501,et,long,long,long,,
1,501,-,space,space,space,,
1,501,da,short,short,short,,
1,501,na,short,short,short,,
1,501,i,long,long,long,,
1,501,-,space,space,space,,
1,501,ro,short,short,short,,
1,501,gant,short,UNK,long,,
1,501,-,space,space,space,,
1,502,quid,short,UNK,short,,
1,502,-,space,space,space,,
1,502,fa,long,long,long,,
1,502,ta,short,short,short,,
1,502,-,space,space,space,,
1,502,pos,long,long,long,,
1,502,sunt,short,UNK,long,,
1,502,-,space,space,space,,
1,502,in,long,long,long,,
1,502,vi,short,short,short,,
1,502,det,long,long,long,,
1,502,-,space,space,space,,
1,502,pyr,short,UNK,long,,
1,502,rhus,long,long,long,,
1,502,-,space,space,space,,
1,502,pa,short,short,short,,
1,502,tri,long,UNK,long,,
1,502,-,space,space,space,,
1,503,a,short,UNK,short,,
1,503,ia,long,long,long,,
1,503,ci,elision,elision,elision,,
1,503,-,space,space,space,,
1,503,u,short,short,short,,
1,503,li,long,long,long,,
1,503,xes,long,?,long,long?,UNK
1,503,-,space,space,space,,
1,503,hec,long,long,long,,
1,503,to,short,short,short,,
1,503,ri,elision,elision,elision,,
1,503,-,space,space,space,,
1,503,a,long,long,long,,
1,503,tri,short,?,short,short?,UNK
1,503,des,long,long,long,,
1,503,-,space,space,space,,
1,503,mi,short,short,short,,
1,503,nor,short,UNK,short,,
1,503,-,space,space,space,,
1,504,a,short,short,short,,
1,504,ga,short,short,short,,
1,504,mem,long,long,long,,
1,504,no,short,short,short,,
1,504,-,space,space,space,,
1,504,pri,short,short,short,,
1,504,a,short,short,short,,
1,504,mo,long,UNK,long,,
1,504,-,space,space,space,,
1,504,quis,long,long,long,,
1,504,quis,short,short,short,,
1,504,-,space,space,space,,
1,504,ad,long,long,long,,
1,504,-,space,space,space,,
1,504,tro,short,?,short,troia syllabification?,UNK
1,504,iam,long,long,long,,
1,504,-,space,space,space,,
1,504,ia,short,short,short,,
1,504,cet,short,UNK,long,,
1,504,-,space,space,space,,
1,505,fe,long,UNK,long,,
1,505,lix,long,long,long,,
1,505,-,space,space,space,,
1,505,vo,short,short,short,,
1,505,ca,long,long,long,,
1,505,tur,short,UNK,long,,
1,505,-,space,space,space,,
1,505,ca,short,short,short,,
1,505,de,short,short,short,,
1,505,re,short,short,short,,
1,505,-,space,space,space,,
1,505,qui,long,long,long,,
1,505,-,space,space,space,,
1,505,me,short,short,short,,
1,505,ru,short,short,short,,
1,505,it,long,long,long,,
1,505,-,space,space,space,,
1,505,gra,short,short,short,,
1,505,du,long,UNK,long,,
1,505,-,space,space,space,,
1,506,quem,short,UNK,long,,
1,506,-,space,space,space,,
1,506,fa,long,long,long,,
1,506,ma,short,short,short,,
1,506,-,space,space,space,,
1,506,se,long,long,long,,
1,506,vat,short,UNK,long,,
1,506,-,space,space,space,,
1,506,vic,long,long,long,,
1,506,ta,short,short,short,,
1,506,-,space,space,space,,
1,506,quem,long,long,long,,
1,506,-,space,space,space,,
1,506,tel,short,UNK,long,,
1,506,lus,long,?,long,I scanned most -us as short.,long
1,506,-,space,space,space,,
1,506,te,short,short,short,,
1,506,git,short,UNK,long,,
1,506,-,space,space,space,,
1,507,nil,short,UNK,long,,
1,507,-,space,space,space,,
1,507,no,long,long,long,,
1,507,bi,short,short,short,,
1,507,le,elision,elision,elision,,
1,507,-,space,space,space,,
1,507,au,long,UNK,long,,
1,507,sos,long,UNK,long,,
1,507,-,space,space,space,,
1,507,pon,long,long,long,,
1,507,tus,short,short,short,,
1,507,-,space,space,space,,
1,507,at,long,long,long,,
1,507,que,elision,elision,elision,,
1,507,-,space,space,space,,
1,507,un,short,UNK,long,,
1,507,dae,long,UNK,long,,
1,507,-,space,space,space,,
1,507,fe,short,short,short,,
1,507,rent,short,UNK,long,,
1,507,-,space,space,space,,
1,508,ig,short,UNK,long,,
1,508,na,long,long,long,,
1,508,va,short,short,short,,
1,508,-,space,space,space,,
1,508,for,long,long,long,,
1,508,tes,long,UNK,long,,
1,508,-,space,space,space,,
1,508,fa,long,long,long,,
1,508,ta,short,short,short,,
1,508,-,space,space,space,,
1,508,con,long,long,long,,
1,508,su,long,UNK,long,,
1,508,ment,long,long,long,,
1,508,-,space,space,space,,
1,508,vi,short,short,short,,
1,508,ros,long,UNK,long,,
1,508,-,space,space,space,,
1,509,per,short,UNK,long,,
1,509,den,long,long,long,,
1,509,da,short,short,short,,
1,509,-,space,space,space,,
1,509,mors,long,long,long,,
1,509,-,space,space,space,,
1,509,est,short,UNK,long,,
1,509,-,space,space,space,,
1,509,quis,long,long,long,,
1,509,quis,short,short,short,,
1,509,-,space,space,space,,
1,509,es,long,long,long,,
1,509,-,space,space,space,,
1,509,non,long,UNK,long,,
1,509,dum,long,long,long,,
1,509,-,space,space,space,,
1,509,ma,short,short,short,,
1,509,lis,long,UNK,long,,
1,509,-,space,space,space,,
1,510,sa,short,short,short,,
1,510,ti,short,short,short,,
1,510,a,long,long,long,,
1,510,te,short,short,short,,
1,510,-,space,space,space,,
1,510,tan,long,long,long,,
1,510,tis,long,UNK,long,,
1,510,-,space,space,space,,
1,510,cae,long,UNK,long,,
1,510,li,short,short,short,,
1,510,tum,long,long,long,,
1,510,-,space,space,space,,
1,510,tan,short,UNK,long,,
1,510,dem,long,long,long,,
1,510,-,space,space,space,,
1,510,tu,short,short,short,,
1,510,um,short,UNK,long,,
1,510,-,space,space,space,,
1,511,nu,long,UNK,long,,
1,511,men,long,long,long,,
1,511,-,space,space,space,,
1,511,se,short,short,short,,
1,511,re,long,long,long,,
1,511,na,short,UNK,long,,
1,511,-,space,space,space,,
1,511,cla,long,long,long,,
1,511,di,short,short,short,,
1,511,bus,long,long,long,,
1,511,-,space,space,space,,
1,511,nos,short,UNK,long,,
1,511,tris,long,long,long,,
1,511,-,space,space,space,,
1,511,da,short,short,short,,
1,511,ret,short,UNK,long,,
1,511,-,space,space,space,,
1,512,vel,short,UNK,long,,
1,512,-,space,space,space,,
1,512,tro,long,long,long,,
1,512,ia,short,short,short,,
1,512,-,space,space,space,,
1,512,la,short,short,short,,
1,512,cri,short,short,short,,
1,512,mas,long,UNK,long,,
1,512,-,space,space,space,,
1,512,o,short,short,short,,
1,512,di,short,short,short,,
1,512,a,short,short,short,,
1,512,-,space,space,space,,
1,512,si,long,long,long,,
1,512,-,space,space,space,,
1,512,du,long,UNK,long,,
1,512,rant,long,long,long,,
1,512,-,space,space,space,,
1,512,tu,short,short,short,,
1,512,a,short,UNK,long,,
1,512,-,space,space,space,,
1,513,pla,short,UNK,short,,
1,513,cet,long,long,long,,
1,513,que,short,short,short,,
1,513,-,space,space,space,,
1,513,mit,long,long,long,,
1,513,ti,long,UNK,long,,
1,513,-,space,space,space,,
1,513,do,long,long,long,,
1,513,ri,short,short,short,,
1,513,cum,elision,elision,elision,,
1,513,-,space,space,space,,
1,513,ex,long,long,long,,
1,513,i,short,short,short,,
1,513,ti,short,short,short,,
1,513,o,long,long,long,,
1,513,-,space,space,space,,
1,513,ge,short,short,short,,
1,513,nus,long,UNK,long,,
1,513,-,space,space,space,,
1,514,quid,short,UNK,short,,
1,514,-,space,space,space,,
1,514,hos,long,long,long,,
1,514,-,space,space,space,,
1,514,si,short,short,short,,
1,514,mul,long,long,long,,
1,514,-,space,space,space,,
1,514,pe,short,UNK,short,,
1,514,ri,long,long,long,,
1,514,re,short,short,short,,
1,514,-,space,space,space,,
1,514,no,long,long,long,,
1,514,bis,long,UNK,long,,
1,514,cum,long,long,long,,
1,514,-,space,space,space,,
1,514,iu,short,short,short,,
1,514,vat,short,UNK,short,,
1,514,-,space,space,space,,
1,515,qui,short,UNK,short,,
1,515,bus,long,long,long,,
1,515,-,space,space,space,,
1,515,pe,short,short,short,,
1,515,ri,long,long,long,,
1,515,mus,short,UNK,long,,
1,515,-,space,space,space,,
1,515,sis,long,long,long,,
1,515,ti,short,short,short,,
1,515,te,elision,elision,elision,,
1,515,-,space,space,space,,
1,515,in,long,long,long,,
1,515,fes,long,UNK,long,,
1,515,tum,long,long,long,,
1,515,-,space,space,space,,
1,515,ma,short,short,short,,
1,515,re,short,UNK,short,,
1,515,-,space,space,space,,
1,516,ve,short,short,short,,
1,516,hit,short,short,short,,
1,516,-,space,space,space,,
1,516,is,long,long,long,,
1,516,ta,short,short,short,,
1,516,-,space,space,space,,
1,516,da,short,short,short,,
1,516,na,short,short,short,,
1,516,os,long,UNK,long,,
1,516,-,space,space,space,,
1,516,clas,long,long,long,,
1,516,sis,short,short,short,,
1,516,-,space,space,space,,
1,516,et,long,long,long,,
1,516,-,space,space,space,,
1,516,tro,long,UNK,long,,
1,516,as,long,long,long,,
1,516,-,space,space,space,,
1,516,ve,short,short,short,,
1,516,hit,short,UNK,long,,
1,516,-,space,space,space,,
1,517,nec,short,UNK,long,,
1,517,-,space,space,space,,
1,517,plu,long,long,long,,
1,517,ra,short,short,short,,
1,517,-,space,space,space,,
1,517,pos,long,long,long,,
1,517,sunt,short,UNK,long,,
1,517,-,space,space,space,,
1,517,oc,long,long,long,,
1,517,cu,short,short,short,,
1,517,pat,long,long,long,,
1,517,-,space,space,space,,
1,517,vo,long,UNK,long,,
1,517,cem,long,long,long,,
1,517,-,space,space,space,,
1,517,ma,short,short,short,,
1,517,re,short,UNK,short,,
1,517,-,space,space,space,,
1,518,ec,short,UNK,long,,
1,518,ce,elision,elision,elision,,
1,518,-,space,space,space,,
1,518,a,short,short,short,,
1,518,li,short,short,short,,
1,518,a,short,short,short,,
1,518,-,space,space,space,,
1,518,cla,long,long,long,,
1,518,des,long,UNK,long,,
1,518,-,space,space,space,,
1,518,ful,long,long,long,,
1,518,mi,short,short,short,,
1,518,ne,elision,elision,elision,,
1,518,-,space,space,space,,
1,518,i,long,long,long,,
1,518,ra,long,UNK,long,,
1,518,ti,long,long,long,,
1,518,-,space,space,space,,
1,518,io,short,short,short,,
1,518,vis,short,UNK,short,,
1,518,-,space,space,space,,
1,519,ar,short,UNK,long,,
1,519,ma,long,long,long,,
1,519,ta,short,short,short,,
1,519,-,space,space,space,,
1,519,pal,long,long,long,,
1,519,las,long,?,long,Greek?,UNK
1,519,-,space,space,space,,
1,519,quid,long,long,long,,
1,519,quid,short,short,short,,
1,519,-,space,space,space,,
1,519,aut,long,?,long,UNK,
1,519,-,space,space,space,,
1,519,has,short,UNK,long,,
1,519,ta,long,long,long,,
1,519,-,space,space,space,,
1,519,mi,short,short,short,,
1,519,nax,long,UNK,long,,
1,519,-,space,space,space,,
1,520,aut,long,?,long,UNK,
1,520,-,space,space,space,,
1,520,ae,long,UNK,long,,
1,520,gi,short,short,short,,
1,520,de,elision,elision,elision,,
1,520,-,space,space,space,,
1,520,et,long,long,long,,
1,520,-,space,space,space,,
1,520,fu,short,UNK,short,,
1,520,ro,long,long,long,,
1,520,re,short,short,short,,
1,520,-,space,space,space,,
1,520,gor,long,long,long,,
1,520,go,short,short,short,,
1,520,ne,short,short,short,,
1,520,o,long,long,long,,
1,520,-,space,space,space,,
1,520,po,short,short,short,,
1,520,test,short,UNK,short,,
1,520,-,space,space,space,,
1,521,hoc,long,?,long,abl?,UNK
1,521,-,space,space,space,,
1,521,ig,long,long,long,,
1,521,ne,short,short,short,,
1,521,-,space,space,space,,
1,521,pa,short,short,short,,
1,521,tri,short,short,short,,
1,521,o,long,UNK,long,,
1,521,-,space,space,space,,
1,521,temp,long,long,long,,
1,521,tat,short,short,short,,
1,521,-,space,space,space,,
1,521,et,long,long,long,,
1,521,-,space,space,space,,
1,521,cae,long,UNK,long,,
1,521,lo,long,long,long,,
1,521,-,space,space,space,,
1,521,no,short,short,short,,
1,521,vae,long,UNK,long,,
1,521,-,space,space,space,,
1,522,spi,long,UNK,long,,
1,522,rant,long,long,long,,
1,522,-,space,space,space,,
1,522,pro,short,short,short,,
1,522,cel,long,long,long,,
1,522,lae,long,UNK,long,,
1,522,-,space,space,space,,
1,522,so,long,long,long,,
1,522,lus,short,short,short,,
1,522,-,space,space,space,,
1,522,in,long,long,long,,
1,522,vic,short,UNK,long,,
1,522,tus,long,long,long,,
1,522,-,space,space,space,,
1,522,ma,short,short,short,,
1,522,lis,long,UNK,long,,
1,522,-,space,space,space,,
1,523,luc,long,UNK,long,,
1,523,ta,long,long,long,,
1,523,tur,short,short,short,,
1,523,-,space,space,space,,
1,523,a,long,long,long,,
1,523,iax,long,UNK,long,,
1,523,-,space,space,space,,
1,523,ve,long,long,long,,
1,523,la,short,short,short,,
1,523,-,space,space,space,,
1,523,co,long,long,long,,
1,523,gen,short,UNK,long,,
1,523,tem,elision,elision,elision,,
1,523,-,space,space,space,,
1,523,hunc,long,long,long,,
1,523,-,space,space,space,,
1,523,su,short,short,short,,
1,523,a,short,?,short,not abl?,UNK
1,523,-,space,space,space,,
1,524,ten,short,?,short,tento?,UNK
1,524,to,long,long,long,,
1,524,-,space,space,space,,
1,524,ru,short,short,short,,
1,524,den,long,long,long,,
1,524,te,short,UNK,long,,
1,524,-,space,space,space,,
1,524,flam,long,long,long,,
1,524,ma,short,short,short,,
1,524,-,space,space,space,,
1,524,per,long,long,long,,
1,524,strin,long,UNK,long,,
1,524,xit,long,long,long,,
1,524,-,space,space,space,,
1,524,ca,short,short,short,,
1,524,dens,long,UNK,long,,
1,524,-,space,space,space,,
1,525,li,long,UNK,long,,
1,525,bra,long,long,long,,
1,525,tur,short,short,short,,
1,525,-,space,space,space,,
1,525,a,short,short,short,,
1,525,li,short,short,short,,
1,525,ud,short,UNK,long,,
1,525,-,space,space,space,,
1,525,ful,long,long,long,,
1,525,men,short,short,short,,
1,525,-,space,space,space,,
1,525,hoc,long,long,long,,
1,525,-,space,space,space,,
1,525,to,long,UNK,long,,
1,525,to,elision,elision,elision,,
1,525,-,space,space,space,,
1,525,im,long,long,long,,
1,525,pe,short,short,short,,
1,525,tu,long,UNK,long,,
1,525,-,space,space,space,,
1,526,cer,short,UNK,long,,
1,526,tum,long,long,long,,
1,526,-,space,space,space,,
1,526,re,short,short,short,,
1,526,duc,long,long,long,,
1,526,ta,long,?,long,abl,UNK
1,526,-,space,space,space,,
1,526,pal,long,long,long,,
1,526,las,short,short,short,,
1,526,-,space,space,space,,
1,526,ex,long,long,long,,
1,526,cus,short,UNK,long,,
1,526,sit,long,long,long,,
1,526,-,space,space,space,,
1,526,ma,short,short,short,,
1,526,nu,long,UNK,long,,
1,526,-,space,space,space,,
1,527,i,short,short,short,,
1,527,mi,short,short,short,,
1,527,ta,long,long,long,,
1,527,ta,short,short,short,,
1,527,-,space,space,space,,
1,527,pa,long,long,long,,
1,527,trem,short,UNK,long,,
1,527,-,space,space,space,,
1,527,tran,long,long,long,,
1,527,sit,short,short,short,,
1,527,-,space,space,space,,
1,527,a,long,long,long,,
1,527,ia,long,UNK,long,,
1,527,cem,elision,elision,elision,,
1,527,-,space,space,space,,
1,527,et,long,long,long,,
1,527,-,space,space,space,,
1,527,ra,short,short,short,,
1,527,tem,short,UNK,long,,
1,527,-,space,space,space,,
1,528,ra,short,UNK,short,,
1,528,tis,long,long,long,,
1,528,que,short,short,short,,
1,528,-,space,space,space,,
1,528,par,long,long,long,,
1,528,tem,short,UNK,long,,
1,528,-,space,space,space,,
1,528,se,long,long,long,,
1,528,cum,elision,elision,elision,,
1,528,-,space,space,space,,
1,528,et,short,short,short,,
1,528,-,space,space,space,,
1,528,a,long,long,long,,
1,528,ia,long,UNK,long,,
1,528,cem,long,long,long,,
1,528,-,space,space,space,,
1,528,tu,short,short,short,,
1,528,lit,short,UNK,long,,
1,528,-,space,space,space,,
1,529,nil,long,UNK,long,,
1,529,-,space,space,space,,
1,529,il,long,long,long,,
1,529,le,short,short,short,,
1,529,-,space,space,space,,
1,529,mo,long,long,long,,
1,529,tus,short,UNK,short,,
1,529,-,space,space,space,,
1,529,ar,long,long,long,,
1,529,du,short,short,short,,
1,529,a,elision,elision,elision,,
1,529,-,space,space,space,,
1,529,ut,long,long,long,,
1,529,-,space,space,space,,
1,529,cau,long,UNK,long,,
1,529,tes,long,long,long,,
1,529,-,space,space,space,,
1,529,sa,short,short,short,,
1,529,lo,long,UNK,long,,
1,529,-,space,space,space,,
1,530,am,short,UNK,long,,
1,530,bus,long,long,long,,
1,530,tus,short,short,short,,
1,530,-,space,space,space,,
1,530,ex,long,long,long,,
1,530,tat,short,UNK,long,,
1,530,-,space,space,space,,
1,530,di,short,short,short,,
1,530,ri,short,short,short,,
1,530,mit,short,short,short,,
1,530,-,space,space,space,,
1,530,in,long,long,long,,
1,530,sa,long,UNK,long,,
1,530,num,long,long,long,,
1,530,-,space,space,space,,
1,530,ma,short,short,short,,
1,530,re,short,UNK,long,,
1,530,-,space,space,space,,
1,531,fluc,long,UNK,long,,
1,531,tus,long,long,long,,
1,531,que,short,short,short,,
1,531,-,space,space,space,,
1,531,rum,long,long,long,,
1,531,pit,short,UNK,long,,
1,531,-,space,space,space,,
1,531,pec,long,long,long,,
1,531,to,short,short,short,,
1,531,re,elision,elision,elision,,
1,531,-,space,space,space,,
1,531,et,long,long,long,,
1,531,-,space,space,space,,
1,531,na,long,UNK,long,,
1,531,vem,long,long,long,,
1,531,-,space,space,space,,
1,531,ma,short,short,short,,
1,531,nu,long,UNK,long,,
1,531,-,space,space,space,,
1,532,com,short,UNK,long,,
1,532,ple,long,long,long,,
1,532,xus,short,short,short,,
1,532,-,space,space,space,,
1,532,ig,long,long,long,,
1,532,nes,long,UNK,long,,
1,532,-,space,space,space,,
1,532,tra,long,long,long,,
1,532,xit,short,short,short,,
1,532,-,space,space,space,,
1,532,et,long,long,long,,
1,532,-,space,space,space,,
1,532,cae,long,UNK,long,,
1,532,co,long,long,long,,
1,532,-,space,space,space,,
1,532,ma,short,short,short,,
1,532,ri,long,UNK,long,,
1,532,-,space,space,space,,
1,533,con,short,UNK,long,,
1,533,lu,long,long,long,,
1,533,cet,short,short,short,,
1,533,-,space,space,space,,
1,533,a,long,long,long,,
1,533,iax,long,UNK,long,,
1,533,-,space,space,space,,
1,533,om,long,long,long,,
1,533,ne,short,short,short,,
1,533,-,space,space,space,,
1,533,re,long,long,long,,
1,533,splen,short,?,long,syllabification?,UNK
1,533,det,long,long,long,,
1,533,-,space,space,space,,
1,533,fre,short,short,short,,
1,533,tum,short,UNK,long,,
1,533,-,space,space,space,,
1,534,tan,short,UNK,long,,
1,534,dem,elision,elision,elision,,
1,534,-,space,space,space,,
1,534,oc,long,long,long,,
1,534,cu,short,short,short,,
1,534,pa,long,long,long,,
1,534,ta,long,abl,long,UNK,
1,534,-,space,space,space,,
1,534,ru,long,long,long,,
1,534,pe,short,short,short,,
1,534,-,space,space,space,,
1,534,fu,short,short,short,,
1,534,ri,short,short,short,,
1,534,bun,short,UNK,long,,
1,534,dum,elision,elision,elision,,
1,534,-,space,space,space,,
1,534,in,long,long,long,,
1,534,to,short,short,short,,
1,534,nat,short,UNK,long,,
1,534,-,space,space,space,,
1,535,su,short,short,short,,
1,535,pe,short,short,short,,
1,535,ras,long,long,long,,
1,535,se,short,short,short,,
1,535,-,space,space,space,,
1,535,nunc,long,long,long,,
1,535,-,space,space,space,,
1,535,pe,short,UNK,short,,
1,535,la,long,long,long,,
1,535,gus,short,short,short,,
1,535,-,space,space,space,,
1,535,at,long,long,long,,
1,535,que,elision,elision,elision,,
1,535,-,space,space,space,,
1,535,ig,short,UNK,long,,
1,535,nes,long,long,long,,
1,535,-,space,space,space,,
1,535,iu,short,short,short,,
1,535,vat,short,UNK,long,,
1,535,-,space,space,space,,
1,536,vi,long,UNK,long,,
1,536,cis,long,long,long,,
1,536,se,short,short,short,,
1,536,-,space,space,space,,
1,536,cae,long,UNK,long,,
1,536,lum,short,UNK,long,,
1,536,-,space,space,space,,
1,536,pal,long,long,long,,
1,536,la,short,short,short,,
1,536,dem,long,long,long,,
1,536,-,space,space,space,,
1,536,ful,short,UNK,long,,
1,536,men,long,long,long,,
1,536,-,space,space,space,,
1,536,ma,short,short,short,,
1,536,re,short,UNK,short,,
1,536,-,space,space,space,,
1,537,non,long,UNK,long,,
1,537,-,space,space,space,,
1,537,me,long,long,long,,
1,537,-,space,space,space,,
1,537,fu,short,short,short,,
1,537,ga,long,long,long,,
1,537,vit,short,UNK,long,,
1,537,-,space,space,space,,
1,537,bel,long,long,long,,
1,537,li,short,short,short,,
1,537,ci,long,long,long,,
1,537,-,space,space,space,,
1,537,ter,short,UNK,long,,
1,537,ror,long,long,long,,
1,537,-,space,space,space,,
1,537,de,short,short,short,,
1,537,i,long,UNK,long,,
1,537,-,space,space,space,,
1,538,et,short,UNK,short,,
1,538,-,space,space,space,,
1,538,hec,long,long,long,,
1,538,to,short,short,short,,
1,538,rem,elision,elision,elision,,
1,538,-,space,space,space,,
1,538,u,long,long,long,,
1,538,na,long,?,long,abl?,UNK
1,538,-,space,space,space,,
1,538,so,long,long,long,,
1,538,lus,short,short,short,,
1,538,-,space,space,space,,
1,538,et,long,long,long,,
1,538,-,space,space,space,,
1,538,mar,long,UNK,long,,
1,538,tem,long,long,long,,
1,538,-,space,space,space,,
1,538,tu,short,short,short,,
1,538,li,long,UNK,long,,
1,538,-,space,space,space,,
1,539,phoe,long,UNK,long,,
1,539,be,long,long,long,,
1,539,a,short,short,short,,
1,539,-,space,space,space,,
1,539,nec,long,long,long,,
1,539,-,space,space,space,,
1,539,me,long,UNK,long,,
1,539,-,space,space,space,,
1,539,te,long,long,long,,
1,539,la,short,short,short,,
1,539,-,space,space,space,,
1,539,pe,short,short,short,,
1,539,pu,short,short,short,,
1,539,le,long,UNK,long,,
