title,line,syllable,length,comment1,comment2,anceps
1,506,quem,short,,,UNK
1,506,-,space,,,space
1,506,fa,long,,,long
1,506,ma,short,,,short
1,506,-,space,,,space
1,506,se,long,,,long
1,506,vat,short,,,UNK
1,506,-,space,,,space
1,506,vic,long,,,long
1,506,ta,short,,,short
1,506,-,space,,,space
1,506,quem,long,,,long
1,506,-,space,,,space
1,506,tel,short,,,UNK
1,506,lus,long,?,I scanned most -us as short.,long
1,506,-,space,,,space
1,506,te,short,,,short
1,506,git,short,,,UNK
1,506,-,space,,,space
1,507,nil,short,,,UNK
1,507,-,space,,,space
1,507,no,long,,,long
1,507,bi,short,,,short
1,507,le,elision,,,elision
1,507,-,space,,,space
1,507,au,long,,,UNK
1,507,sos,long,,,UNK
1,507,-,space,,,space
1,507,pon,long,,,long
1,507,tus,short,,,short
1,507,-,space,,,space
1,507,at,long,,,long
1,507,que,elision,,,elision
1,507,-,space,,,space
1,507,un,short,,,UNK
1,507,dae,long,,,UNK
1,507,-,space,,,space
1,507,fe,short,,,short
1,507,rent,short,,,UNK
1,507,-,space,,,space
1,508,ig,short,,,UNK
1,508,na,long,,,long
1,508,va,short,,,short
1,508,-,space,,,space
1,508,for,long,,,long
1,508,tes,long,,,UNK
1,508,-,space,,,space
1,508,fa,long,,,long
1,508,ta,short,,,short
1,508,-,space,,,space
1,508,con,long,,,long
1,508,su,long,,,UNK
1,508,ment,long,,,long
1,508,-,space,,,space
1,508,vi,short,,,short
1,508,ros,long,,,UNK
1,508,-,space,,,space
1,509,per,short,,,UNK
1,509,den,long,,,long
1,509,da,short,,,short
1,509,-,space,,,space
1,509,mors,long,,,long
1,509,-,space,,,space
1,509,est,short,,,UNK
1,509,-,space,,,space
1,509,quis,long,,,long
1,509,quis,short,,,short
1,509,-,space,,,space
1,509,es,long,,,long
1,509,-,space,,,space
1,509,non,long,,,UNK
1,509,dum,long,,,long
1,509,-,space,,,space
1,509,ma,short,,,short
1,509,lis,long,,,UNK
1,509,-,space,,,space
1,510,sa,short,,,short
1,510,ti,short,,,short
1,510,a,long,,,long
1,510,te,short,,,short
1,510,-,space,,,space
1,510,tan,long,,,long
1,510,tis,long,,,UNK
1,510,-,space,,,space
1,510,cae,long,,,UNK
1,510,li,short,,,short
1,510,tum,long,,,long
1,510,-,space,,,space
1,510,tan,short,,,UNK
1,510,dem,long,,,long
1,510,-,space,,,space
1,510,tu,short,,,short
1,510,um,short,,,UNK
1,510,-,space,,,space
1,511,nu,long,,,UNK
1,511,men,long,,,long
1,511,-,space,,,space
1,511,se,short,,,short
1,511,re,long,,,long
1,511,na,short,,,UNK
1,511,-,space,,,space
1,511,cla,long,,,long
1,511,di,short,,,short
1,511,bus,long,,,long
1,511,-,space,,,space
1,511,nos,short,,,UNK
1,511,tris,long,,,long
1,511,-,space,,,space
1,511,da,short,,,short
1,511,ret,short,,,UNK
1,511,-,space,,,space
1,512,vel,short,,,UNK
1,512,tro,long,,,long
1,512,ia,short,,,short
1,512,-,space,,,space
1,512,la,short,,,short
1,512,cri,short,,,short
1,512,mas,long,,,UNK
1,512,-,space,,,space
1,512,o,short,,,short
1,512,di,short,,,short
1,512,a,short,,,short
1,512,-,space,,,space
1,512,si,long,,,long
1,512,-,space,,,space
1,512,du,long,,,UNK
1,512,rant,long,,,long
1,512,-,space,,,space
1,512,tu,short,,,short
1,512,a,short,,,UNK
1,512,-,space,,,space
1,513,pla,short,,,UNK
1,513,cet,long,,,long
1,513,que,short,,,short
1,513,-,space,,,space
1,513,mit,long,,,long
1,513,ti,long,,,UNK
1,513,-,space,,,space
1,513,do,long,,,long
1,513,ri,short,,,short
1,513,cum,elision,,,elision
1,513,-,space,,,space
1,513,ex,long,,,long
1,513,i,short,,,short
1,513,ti,short,,,short
1,513,o,long,,,long
1,513,-,space,,,space
1,513,ge,short,,,short
1,513,nus,long,,,UNK
1,513,-,space,,,space
1,514,quid,short,,,UNK
1,514,-,space,,,space
1,514,hos,long,,,long
1,514,-,space,,,space
1,514,si,short,,,short
1,514,mul,long,,,long
1,514,-,space,,,space
1,514,pe,short,,,UNK
1,514,ri,long,,,long
1,514,re,short,,,short
1,514,-,space,,,space
1,514,no,long,,,long
1,514,bis,long,,,UNK
1,514,cum,long,,,long
1,514,-,space,,,space
1,514,iu,short,,,short
1,514,vat,short,,,UNK
1,514,-,space,,,space
1,515,qui,short,,,UNK
1,515,bus,long,,,long
1,515,-,space,,,space
1,515,pe,short,,,short
1,515,ri,long,,,long
1,515,mus,short,,,UNK
1,515,-,space,,,space
1,515,sis,long,,,long
1,515,ti,short,,,short
1,515,te,elision,,,elision
1,515,-,space,,,space
1,515,in,long,,,long
1,515,fes,long,,,UNK
1,515,tum,long,,,long
1,515,-,space,,,space
1,515,ma,short,,,short
1,515,re,short,,,UNK
1,515,-,space,,,space
1,516,ve,short,,,short
1,516,hit,short,,,short
1,516,-,space,,,space
1,516,is,long,,,long
1,516,ta,short,,,short
1,516,-,space,,,space
1,516,da,short,,,short
1,516,na,short,,,short
1,516,os,long,,,UNK
1,516,-,space,,,space
1,516,clas,long,,,long
1,516,sis,short,,,short
1,516,-,space,,,space
1,516,et,long,,,long
1,516,-,space,,,space
1,516,tro,long,,,UNK
1,516,as,long,,,long
1,516,-,space,,,space
1,516,ve,short,,,short
1,516,hit,short,,,UNK
1,516,-,space,,,space
1,517,nec,short,,,UNK
1,517,-,space,,,space
1,517,plu,long,,,long
1,517,ra,short,,,short
1,517,-,space,,,space
1,517,pos,long,,,long
1,517,sunt,short,,,UNK
1,517,-,space,,,space
1,517,oc,long,,,long
1,517,cu,short,,,short
1,517,pat,long,,,long
1,517,-,space,,,space
1,517,vo,long,,,UNK
1,517,cem,long,,,long
1,517,-,space,,,space
1,517,ma,short,,,short
1,517,re,short,,,UNK
1,517,-,space,,,space
1,518,ec,short,,,UNK
1,518,ce,elision,,,elision
1,518,-,space,,,space
1,518,a,short,,,short
1,518,li,short,,,short
1,518,a,short,,,short
1,518,-,space,,,space
1,518,cla,long,,,long
1,518,des,long,,,UNK
1,518,-,space,,,space
1,518,ful,long,,,long
1,518,mi,short,,,short
1,518,ne,elision,,,elision
1,518,-,space,,,space
1,518,i,long,,,long
1,518,ra,long,,,UNK
1,518,ti,long,,,long
1,518,-,space,,,space
1,518,io,short,,,short
1,518,vis,short,,,UNK
1,518,-,space,,,space
1,519,ar,short,,,UNK
1,519,ma,long,,,long
1,519,ta,short,,,short
1,519,-,space,,,space
1,519,pal,long,,,long
1,519,las,long,?,Greek?,UNK
1,519,-,space,,,space
1,519,quid,long,,,long
1,519,quid,short,,,short
1,519,-,space,,,space
1,519,aut,long,?,,UNK
1,519,-,space,,,space
1,519,has,short,,,UNK
1,519,ta,long,,,long
1,519,-,space,,,space
1,519,mi,short,,,short
1,519,nax,long,,,UNK
1,519,-,space,,,space
1,520,aut,long,?,,UNK
1,520,-,space,,,space
1,520,ae,long,,,UNK
1,520,gi,short,,,short
1,520,de,elision,,,elision
1,520,-,space,,,space
1,520,et,long,,,long
1,520,-,space,,,space
1,520,fu,short,,,UNK
1,520,ro,long,,,long
1,520,re,short,,,short
1,520,-,space,,,space
1,520,gor,long,,,long
1,520,go,short,,,short
1,520,ne,short,,,short
1,520,o,long,,,long
1,520,-,space,,,space
1,520,po,short,,,short
1,520,test,short,,,UNK
1,520,-,space,,,space
1,521,hoc,long,?,abl?,UNK
1,521,-,space,,,space
1,521,ig,long,,,long
1,521,ne,short,,,short
1,521,-,space,,,space
1,521,pa,short,,,short
1,521,tri,short,,,short
1,521,o,long,,,UNK
1,521,-,space,,,space
1,521,temp,long,,,long
1,521,tat,short,,,short
1,521,-,space,,,space
1,521,et,long,,,long
1,521,-,space,,,space
1,521,cae,long,,,UNK
1,521,lo,long,,,long
1,521,-,space,,,space
1,521,no,short,,,short
1,521,vae,long,,,UNK
1,521,-,space,,,space
1,522,spi,long,,,UNK
1,522,rant,long,,,long
1,522,-,space,,,space
1,522,pro,short,,,short
1,522,cel,long,,,long
1,522,lae,long,,,UNK
1,522,-,space,,,space
1,522,so,long,,,long
1,522,lus,short,,,short
1,522,-,space,,,space
1,522,in,long,,,long
1,522,vic,short,,,UNK
1,522,tus,long,,,long
1,522,-,space,,,space
1,522,ma,short,,,short
1,522,lis,long,,,UNK
1,522,-,space,,,space
1,523,luc,long,,,UNK
1,523,ta,long,,,long
1,523,tur,short,,,short
1,523,-,space,,,space
1,523,a,long,,,long
1,523,iax,long,,,UNK
1,523,-,space,,,space
1,523,ve,long,,,long
1,523,la,short,,,short
1,523,-,space,,,space
1,523,co,long,,,long
1,523,gen,short,,,UNK
1,523,tem,elision,,,elision
1,523,-,space,,,space
1,523,hunc,long,,,long
1,523,su,short,,,short
1,523,a,short,?,not abl?,UNK
1,523,-,space,,,space
1,524,ten,short,?,tento?,UNK
1,524,to,long,,,long
1,524,-,space,,,space
1,524,ru,short,,,short
1,524,den,long,,,long
1,524,te,short,,,UNK
1,524,-,space,,,space
1,524,flam,long,,,long
1,524,ma,short,,,short
1,524,-,space,,,space
1,524,per,long,,,long
1,524,strin,long,,,UNK
1,524,xit,long,,,long
1,524,-,space,,,space
1,524,ca,short,,,short
1,524,dens,long,,,UNK
1,524,-,space,,,space
1,525,li,long,,,UNK
1,525,bra,long,,,long
1,525,tur,short,,,short
1,525,-,space,,,space
1,525,a,short,,,short
1,525,li,short,,,short
1,525,ud,short,,,UNK
1,525,-,space,,,space
1,525,ful,long,,,long
1,525,men,short,,,short
1,525,-,space,,,space
1,525,hoc,long,,,long
1,525,-,space,,,space
1,525,to,long,,,UNK
1,525,to,elision,,,elision
1,525,-,space,,,space
1,525,im,long,,,long
1,525,pe,short,,,short
1,525,tu,long,,,UNK
1,525,-,space,,,space
1,526,cer,short,,,UNK
1,526,tum,long,,,long
1,526,-,space,,,space
1,526,re,short,,,short
1,526,duc,long,,,long
1,526,ta,long,?,abl,UNK
1,526,-,space,,,space
1,526,pal,long,,,long
1,526,las,short,,,short
1,526,-,space,,,space
1,526,ex,long,,,long
1,526,cus,short,,,UNK
1,526,sit,long,,,long
1,526,-,space,,,space
1,526,ma,short,,,short
1,526,nu,long,,,UNK
1,526,-,space,,,space
1,527,i,short,,,short
1,527,mi,short,,,short
1,527,ta,long,,,long
1,527,ta,short,,,short
1,527,-,space,,,space
1,527,pa,long,,,long
1,527,trem,short,,,UNK
1,527,-,space,,,space
1,527,tran,long,,,long
1,527,sit,short,,,short
1,527,-,space,,,space
1,527,a,long,,,long
1,527,ia,long,,,UNK
1,527,cem,elision,,,elision
1,527,-,space,,,space
1,527,et,long,,,long
1,527,-,space,,,space
1,527,ra,short,,,short
1,527,tem,short,,,UNK
1,527,-,space,,,space
1,528,ra,short,,,UNK
1,528,tis,long,,,long
1,528,que,short,,,short
1,528,-,space,,,space
1,528,par,long,,,long
1,528,tem,short,,,UNK
1,528,-,space,,,space
1,528,se,long,,,long
1,528,cum,elision,,,elision
1,528,-,space,,,space
1,528,et,short,,,short
1,528,-,space,,,space
1,528,a,long,,,long
1,528,ia,long,,,UNK
1,528,cem,long,,,long
1,528,-,space,,,space
1,528,tu,short,,,short
1,528,lit,short,,,UNK
1,528,-,space,,,space
1,529,nil,long,,,UNK
1,529,-,space,,,space
1,529,il,long,,,long
1,529,le,short,,,short
1,529,-,space,,,space
1,529,mo,long,,,long
1,529,tus,short,,,UNK
1,529,-,space,,,space
1,529,ar,long,,,long
1,529,du,short,,,short
1,529,a,elision,,,elision
1,529,-,space,,,space
1,529,ut,long,,,long
1,529,-,space,,,space
1,529,cau,long,,,UNK
1,529,tes,long,,,long
1,529,-,space,,,space
1,529,sa,short,,,short
1,529,lo,long,,,UNK
1,529,-,space,,,space
1,530,am,short,,,UNK
1,530,bus,long,,,long
1,530,tus,short,,,short
1,530,-,space,,,space
1,530,ex,long,,,long
1,530,tat,short,,,UNK
1,530,-,space,,,space
1,530,di,short,,,short
1,530,ri,short,,,short
1,530,mit,short,,,short
1,530,-,space,,,space
1,530,in,long,,,long
1,530,sa,long,,,UNK
1,530,num,long,,,long
1,530,-,space,,,space
1,530,ma,short,,,short
1,530,re,short,,,UNK
1,530,-,space,,,space
1,531,fluc,long,,,UNK
1,531,tus,long,,,long
1,531,que,short,,,short
1,531,-,space,,,space
1,531,rum,long,,,long
1,531,pit,short,,,UNK
1,531,-,space,,,space
1,531,pec,long,,,long
1,531,to,short,,,short
1,531,re,elision,,,elision
1,531,-,space,,,space
1,531,et,long,,,long
1,531,-,space,,,space
1,531,na,long,,,UNK
1,531,vem,long,,,long
1,531,-,space,,,space
1,531,ma,short,,,short
1,531,nu,long,,,UNK
1,531,-,space,,,space
1,532,com,short,,,UNK
1,532,ple,long,,,long
1,532,xus,short,,,short
1,532,-,space,,,space
1,532,ig,long,,,long
1,532,nes,long,,,UNK
1,532,-,space,,,space
1,532,tra,long,,,long
1,532,xit,short,,,short
1,532,-,space,,,space
1,532,et,long,,,long
1,532,-,space,,,space
1,532,cae,long,,,UNK
1,532,co,long,,,long
1,532,-,space,,,space
1,532,ma,short,,,short
1,532,ri,long,,,UNK
1,532,-,space,,,space
1,533,con,short,,,UNK
1,533,lu,long,,,long
1,533,cet,short,,,short
1,533,-,space,,,space
1,533,a,long,,,long
1,533,iax,long,,,UNK
1,533,-,space,,,space
1,533,om,long,,,long
1,533,ne,short,,,short
1,533,-,space,,,space
1,533,re,long,,,long
1,533,splen,short,?,syllabification?,UNK
1,533,det,long,,,long
1,533,-,space,,,space
1,533,fre,short,,,short
1,533,tum,short,,,UNK
1,533,-,space,,,space
1,534,tan,short,,,UNK
1,534,dem,elision,,,elision
1,534,-,space,,,space
1,534,oc,long,,,long
1,534,cu,short,,,short
1,534,pa,long,,,long
1,534,ta,long,abl,,UNK
1,534,-,space,,,space
1,534,ru,long,,,long
1,534,pe,short,,,short
1,534,-,space,,,space
1,534,fu,short,,,short
1,534,ri,short,,,short
1,534,bun,short,,,UNK
1,534,dum,elision,,,elision
1,534,-,space,,,space
1,534,in,long,,,long
1,534,to,short,,,short
1,534,nat,short,,,UNK
1,534,-,space,,,space
1,535,su,short,,,short
1,535,pe,short,,,short
1,535,ras,long,,,long
1,535,se,short,,,short
1,535,-,space,,,space
1,535,nunc,long,,,long
1,535,-,space,,,space
1,535,pe,short,,,UNK
1,535,la,long,,,long
1,535,gus,short,,,short
1,535,-,space,,,space
1,535,at,long,,,long
1,535,que,elision,,,elision
1,535,-,space,,,space
1,535,ig,short,,,UNK
1,535,nes,long,,,long
1,535,-,space,,,space
1,535,iu,short,,,short
1,535,vat,short,,,UNK
1,535,-,space,,,space
1,536,vi,long,,,UNK
1,536,cis,long,,,long
1,536,se,short,,,short
1,536,-,space,,,space
1,536,cae,long,,,UNK
1,536,lum,short,,,UNK
1,536,-,space,,,space
1,536,pal,long,,,long
1,536,la,short,,,short
1,536,dem,long,,,long
1,536,-,space,,,space
1,536,ful,short,,,UNK
1,536,men,long,,,long
1,536,-,space,,,space
1,536,ma,short,,,short
1,536,re,short,,,UNK
1,536,-,space,,,space
1,537,non,long,,,UNK
1,537,-,space,,,space
1,537,me,long,,,long
1,537,-,space,,,space
1,537,fu,short,,,short
1,537,ga,long,,,long
1,537,vit,short,,,UNK
1,537,-,space,,,space
1,537,bel,long,,,long
1,537,li,short,,,short
1,537,ci,long,,,long
1,537,-,space,,,space
1,537,ter,short,,,UNK
1,537,ror,long,,,long
1,537,-,space,,,space
1,537,de,short,,,short
1,537,i,long,,,UNK
1,537,-,space,,,space
1,538,et,short,,,UNK
1,538,-,space,,,space
1,538,hec,long,,,long
1,538,to,short,,,short
1,538,rem,elision,,,elision
1,538,-,space,,,space
1,538,u,long,,,long
1,538,na,long,?,abl?,UNK
1,538,-,space,,,space
1,538,so,long,,,long
1,538,lus,short,,,short
1,538,-,space,,,space
1,538,et,long,,,long
1,538,-,space,,,space
1,538,mar,long,,,UNK
1,538,tem,long,,,long
1,538,-,space,,,space
1,538,tu,short,,,short
1,538,li,long,,,UNK
1,538,-,space,,,space
1,539,phoe,long,,,UNK
1,539,be,long,,,long
1,539,a,short,,,short
1,539,-,space,,,space
1,539,nec,long,,,long
1,539,-,space,,,space
1,539,me,long,,,UNK
1,539,-,space,,,space
1,539,te,long,,,long
1,539,la,short,,,short
1,539,-,space,,,space
1,539,pe,short,,,short
1,539,pu,short,,,short
1,539,le,long,,,UNK
1,539,runt,long,,,long
1,539,-,space,,,space
1,539,gra,short,,,short
1,539,du,long,,,UNK
1,539,-,space,,,space
1,540,cum,short,,,UNK
1,540,-,space,,,space
1,540,phry,short,,,short
1,540,gi,short,,,short
1,540,bus,short,,,short
1,540,-,space,,,space
1,540,is,long,,,long
1,540,tos,long,,,UNK
1,540,-,space,,,space
1,540,vi,long,,,long
1,540,ci,short,,,short
1,540,mus,long,,,long
1,540,-,space,,,space
1,540,te,short,,,UNK
1,540,ne,elision,,,elision
1,540,-,space,,,space
1,540,hor,long,,,long
1,540,re,short,,,short
1,540,am,short,,,UNK
1,540,-,space,,,space
1,541,a,short,,,short
1,541,li,short,,,short
1,541,e,long,,,long
1,541,na,elision,,,elision
1,541,-,space,,,space
1,541,in,short,,,short
1,541,er,long,,,long
1,541,ti,long,,,UNK
1,541,-,space,,,space
1,541,te,long,,,long
1,541,la,short,,,short
1,541,-,space,,,space
1,541,ia,short,,,short
1,541,cu,short,,,short
1,541,lan,short,,,UNK
1,541,tem,long,,,long
1,541,-,space,,,space
1,541,ma,short,,,short
1,541,nu,long,,,UNK
1,541,-,space,,,space
1,542,quid,short,,,UNK
1,542,-,space,,,space
1,542,si,elision,,,elision
1,542,-,space,,,space
1,542,ip,long,,,long
1,542,se,short,,,short
1,542,-,space,,,space
1,542,mit,long,,,long
1,542,tat,short,,,UNK
1,542,-,space,,,space
1,542,plu,long,,,long
1,542,ra,short,,,short
1,542,-,space,,,space
1,542,cum,elision,,,elision
1,542,-,space,,,space
1,542,au,long,,,UNK
1,542,de,long,,,UNK
1,542,ret,long,,,long
1,542,-,space,,,space
1,542,fu,short,,,short
1,542,rens,long,,,UNK
1,542,-,space,,,space
1,543,tri,short,,,UNK
1,543,den,long,,,long
1,543,te,short,,,short
1,543,-,space,,,space
1,543,ru,long,,,long
1,543,pem,short,,,UNK
1,543,-,space,,,space
1,543,sub,long,,,long
1,543,ru,short,,,short
1,543,it,long,,,long
1,543,-,space,,,space
1,543,pul,short,,,UNK
1,543,sam,long,,,long
1,543,-,space,,,space
1,543,pa,short,,,short
1,543,ter,short,,,UNK
1,543,-,space,,,space
1,544,nep,short,,,UNK
1,544,tu,long,,,long
1,544,nus,short,,,short
1,544,-,space,,,space
1,544,i,long,,,long
1,544,mis,long,,,UNK
1,544,-,space,,,space
1,544,ex,long,,,long
1,544,e,short,,,short
1,544,rens,long,,,long
1,544,-,space,,,space
1,544,un,short,,,UNK
1,544,dis,long,,,long
1,544,-,space,,,space
1,544,ca,short,,,short
1,544,put,short,,,UNK
1,544,-,space,,,space
1,545,sol,short,,,UNK
1,545,vit,long,,,long
1,545,que,short,,,short
1,545,-,space,,,space
1,545,mon,long,,,long
1,545,tem,short,,,UNK
1,545,-,space,,,space
1,545,quem,long,,,long
1,545,-,space,,,space
1,545,ca,short,,,short
1,545,dens,long,,,long
1,545,-,space,,,space
1,545,se,long,,,UNK
1,545,cum,long,,,long
1,545,-,space,,,space
1,545,tu,short,,,short
1,545,lit,short,,,UNK
1,545,-,space,,,space
1,546,ter,short,,,UNK
1,546,ra,long,,,long
1,546,que,elision,,,elision
1,546,-,space,,,space
1,546,et,short,,,short
1,546,-,space,,,space
1,546,ig,long,,,long
1,546,ne,short,,,UNK
1,546,-,space,,,space
1,546,vic,long,,,long
1,546,tus,short,,,short
1,546,-,space,,,space
1,546,et,long,,,long
1,546,-,space,,,space
1,546,pe,short,,,short
1,546,la,short,,,short
1,546,go,long,,,long
1,546,-,space,,,space
1,546,ia,short,,,short
1,546,cet,short,,,UNK
1,546,-,space,,,space
1,547,nos,long,,,UNK
1,547,-,space,,,space
1,547,a,short,,,short
1,547,li,short,,,short
1,547,a,short,,,short
1,547,-,space,,,space
1,547,ma,long,,,long
1,547,ior,short,,,UNK
1,547,-,space,,,space
1,547,nau,long,,,UNK
1,547,fra,short,,,short
1,547,gos,long,,,long
1,547,-,space,,,space
1,547,pes,short,,,UNK
1,547,tis,long,,,long
1,547,-,space,,,space
1,547,vo,short,,,short
1,547,cat,short,,,UNK
1,547,-,space,,,space
1,548,est,short,,,UNK
1,548,-,space,,,space
1,548,hu,short,,,short
1,548,mi,short,,,short
1,548,lis,short,,,short
1,548,-,space,,,space
1,548,un,long,,,long
1,548,da,short,nom,,UNK
1,548,-,space,,,space
1,548,scru,long,,,long
1,548,peis,short,,,short
1,548,-,space,,,space
1,548,men,short,,,UNK
1,548,dax,long,,,long
1,548,-,space,,,space
1,548,va,short,,,short
1,548,dis,long,,,UNK
1,548,-,space,,,space
1,549,u,short,,,short
1,549,bi,short,,,short
1,549,-,space,,,space
1,549,sa,long,,,long
1,549,xa,short,,,short
1,549,-,space,,,space
1,549,ra,short,,,short
1,549,pi,short,,,short
1,549,dis,long,,,UNK
1,549,-,space,,,space
1,549,clau,long,,,UNK
1,549,sa,short,,,short
1,549,-,space,,,space
1,549,ver,long,,,long
1,549,ti,short,,,short
1,549,ci,short,,,short
1,549,bus,long,,,long
1,549,-,space,,,space
1,549,te,short,,,short
1,549,git,long,,,UNK
1,549,-,space,,,space
1,550,fal,short,,,UNK
1,550,lax,long,,,long
1,550,-,space,,,space
1,550,cap,short,,,short
1,550,he,long,,,long
1,550,re,short,,,short
1,550,us,short,,,short
1,550,-,space,,,space
1,550,aes,long,,,UNK
1,550,tu,short,,,short
1,550,at,long,,,long
1,550,-,space,,,space
1,550,sco,short,,,short
1,550,pu,short,,,short
1,550,lis,long,,,long
1,550,-,space,,,space
1,550,fre,short,,,short
1,550,tum,short,,,UNK
1,550,-,space,,,space
1,551,fer,short,,,UNK
1,551,vet,long,,,long
1,551,que,short,,,short
1,551,-,space,,,space
1,551,sem,long,,,long
1,551,per,short,,,UNK
1,551,-,space,,,space
1,551,fluc,long,,,long
1,551,tus,short,,,short
1,551,-,space,,,space
1,551,al,long,,,long
1,551,ter,short,,,UNK
1,551,na,long,,,long
1,551,-,space,,,space
1,551,vi,short,,,short
1,551,ce,short,,,UNK
1,551,-,space,,,space
1,552,arx,short,,,UNK
1,552,-,space,,,space
1,552,im,long,,,long
1,552,mi,short,,,short
1,552,net,long,,,long
1,552,-,space,,,space
1,552,prae,long,,,UNK
1,552,rup,long,,,long
1,552,ta,short,,,short
1,552,-,space,,,space
1,552,quae,long,?,diphthong?,UNK
1,552,-,space,,,space
1,552,spec,short,,,UNK
1,552,tat,long,,,long
1,552,-,space,,,space
1,552,ma,short,,,short
1,552,re,short,,,UNK
1,552,-,space,,,space
1,553,u,short,,,UNK
1,553,trim,long,,,long
1,553,que,short,,,short
1,553,-,space,,,space
1,553,ge,short,,,short
1,553,mi,short,,,short
1,553,num,short,,,UNK
1,553,-,space,,,space
1,553,pe,short,,,short
1,553,lo,short,,,short
1,553,pis,short,,,short
1,553,-,space,,,space
1,553,hinc,long,,,long
1,553,-,space,,,space
1,553,o,long,,,UNK
1,553,ras,long,,,long
1,553,-,space,,,space
1,553,tu,short,,,short
1,553,i,long,,,UNK
1,553,-,space,,,space
1,554,hinc,short,,,UNK
1,554,-,space,,,space
1,554,sce,short,,,short
1,554,le,short,,,short
1,554,re,short,,,short
1,554,-,space,,,space
1,554,lem,long,,,long
1,554,-,space,,,space
1,554,non,short,,,UNK
1,554,no,long,,,long
1,554,bi,short,,,short
1,554,lem,elision,,,elision
1,554,-,space,,,space
1,554,hinc,long,,,long
1,554,-,space,,,space
1,554,an,short,,,UNK
1,554,the,long,,,long
1,554,do,short,,,short
1,554,na,short,?,Greek word?,UNK
1,554,-,space,,,space
1,555,tar,short,,,UNK
1,555,dam,long,,,long
1,555,que,short,,,short
1,555,-,space,,,space
1,555,ra,short,,,short
1,555,ti,short,,,short
1,555,bus,short,,,UNK
1,555,-,space,,,space
1,555,au,long,,,UNK
1,555,li,short,,,short
1,555,da,elision,,,elision
1,555,-,space,,,space
1,555,hanc,long,,,long
1,555,-,space,,,space
1,555,ar,short,,,UNK
1,555,cem,elision,,,elision
1,555,oc,long,,,long
1,555,cu,short,,,short
1,555,pat,short,,,UNK
1,555,-,space,,,space
1,556,pa,short,,,short
1,556,la,short,,,short
1,556,me,long,,,long
1,556,dis,short,,,short
1,556,-,space,,,space
1,556,il,long,,,long
1,556,le,short,,,UNK
1,556,-,space,,,space
1,556,ge,short,,,short
1,556,ni,short,,,short
1,556,tor,short,,,short
1,556,-,space,,,space
1,556,et,long,,,long
1,556,-,space,,,space
1,556,cla,long,,,UNK
1,556,rum,long,,,long
1,556,-,space,,,space
1,556,ma,short,,,short
1,556,nu,long,,,UNK
1,556,-,space,,,space
1,557,lu,long,,,UNK
1,557,men,long,,,long
1,557,-,space,,,space
1,557,ne,short,,,short
1,557,fan,long,,,long
1,557,da,long,abl,,UNK
1,557,-,space,,,space
1,557,ver,long,,,long
1,557,ti,short,,,short
1,557,ce,elision,,,elision
1,557,-,space,,,space
1,557,e,long,,,long
1,557,-,space,,,space
1,557,sum,short,,,UNK
1,557,mo,elision,,,elision
1,557,-,space,,,space
1,557,ef,long,,,long
1,557,fe,short,,,short
1,557,rens,long,,,UNK
1,557,-,space,,,space
1,558,in,short,,,UNK
1,558,-,space,,,space
1,558,sa,long,,,long
1,558,xa,short,,,short
1,558,-,space,,,space
1,558,du,long,,,long
1,558,cit,short,,,UNK
1,558,-,space,,,space
1,558,per,long,,,long
1,558,fi,short,,,short
1,558,da,long,,,long
1,558,-,space,,,space
1,558,clas,short,,,UNK
1,558,sem,long,,,long
1,558,-,space,,,space
1,558,fa,short,,,short
1,558,ce,short,,,UNK
1,558,-,space,,,space
1,559,hae,long,,,UNK
1,559,rent,long,,,long
1,559,-,space,,,space
1,559,a,short,,,short
1,559,cu,long,,,long
1,559,tis,long,,,UNK
1,559,-,space,,,space
1,559,ru,long,,,long
1,559,pi,short,,,short
1,559,bus,long,,,long
1,559,-,space,,,space
1,559,fi,long,,,UNK
1,559,xae,long,,,UNK
1,559,-,space,,,space
1,559,ra,short,,,short
1,559,tes,long,,,UNK
1,559,-,space,,,space
1,560,has,long,,,UNK
1,560,-,space,,,space
1,560,in,short,,,short
1,560,o,short,,,short
1,560,pis,short,,,short
1,560,-,space,,,space
1,560,un,long,,,long
1,560,dae,long,,,UNK
1,560,-,space,,,space
1,560,bre,short,,,short
1,560,vi,short,,,short
1,560,a,short,,,short
1,560,-,space,,,space
1,560,com,long,,,long
1,560,mi,short,,,short
1,560,nu,short,,,short
1,560,unt,long,,,long
1,560,-,space,,,space
1,560,va,short,,,short
1,560,da,short,,,UNK
1,560,-,space,,,space
1,561,pars,short,,,UNK
1,561,-,space,,,space
1,561,ve,short,,,short
1,561,hi,short,,,short
1,561,tur,short,,,short
1,561,-,space,,,space
1,561,hu,long,,,long
1,561,ius,short,?syllabification,,UNK
1,561,-,space,,,space
1,561,pri,long,,,long
1,561,ma,short,,,short
1,561,-,space,,,space
1,561,pars,long,,,long
1,561,-,space,,,space
1,561,sco,short,,,short
1,561,pu,short,,,short
1,561,lo,long,,,long
1,561,-,space,,,space
1,561,se,short,,,short
1,561,det,short,,,UNK
1,561,-,space,,,space
1,562,et,short,,,UNK
1,562,-,space,,,space
1,562,frac,long,,,long
1,562,ta,short,,,short
1,562,-,space,,,space
1,562,fran,long,,,long
1,562,git,short,,,UNK
1,562,-,space,,,space
1,562,iam,long,,,long
1,562,-,space,,,space
1,562,ti,short,,,short
1,562,ment,long,,,long
1,562,-,space,,,space
